Airport_Code,Airport Name,City,State_Code,Latitude,Longitude,Elevation_FT,Tower Freq
08F,CITY OF COALGATE,COALGATE,OK,34.531667,-96.233333,615,122.9
08FD,SUNNILAND RANCH,OKEECHOBEE,FL,27.363333,-80.773333,65,
08G,SALT FORK LODGE,CAMBRIDGE,OH,40.111667,-81.526667,960,122.9
08GA,SAPELO ISLAND,DARIEN,GA,31.425,-81.286667,12,
08H,ROBBINS BEST WESTERN MOTEL,VANDALIA,IL,38.966667,-89.1,520,
08II,LAGRANGE HOSPITAL,LAGRANGE,IN,41.646667,-85.426667,943,
08IL,HARMS AIRSTRIP,TAMPICO,IL,41.576667,-89.793333,643,
08K,HARVARD STATE,HARVARD,NE,40.655,-98.075,1810,122.9
08KS,ALDERSON,BENNINGTON,KS,39.035,-97.58,1250,
08L,VERDUGO HILLS HOSPITAL,GLENDALE,CA,34.205,-118.21833,1400,
08LA,AIR OIL INC  NR 2,HARAHAN,LA,29.953333,-90.183333,4,
08M,CARTHAGE-LEAKE COUNTY,CARTHAGE,MS,32.761667,-89.53,454,122.9
08MI,EDWARD W SPARROW HOSPITAL,LANSING,MI,42.735,-84.536667,860,
08MN,CHRISTENSON POINT,CHISHOLM/HIBBING,MN,47.67,-93.055,1372,
08MS,WILLIAMS FIELD,COLDWATER,MS,34.66,-89.87,300,
08N,KELLER BROTHERS,LEBANON,PA,40.291667,-76.328333,550,122.9
08ND,BRECHT STRIP,GOLDEN VALLEY,ND,47.326667,-102.09833,1900,
08NJ,ST BARNABAS MEDICAL CENTER,LIVINGSTON,NJ,40.763333,-74.303333,429,
08NY,SHARON,SHARON SPRINGS,NY,42.778333,-74.578333,1508,122.8
08OH,KENLEY,HARTFORD,OH,41.291667,-80.563333,1230,
08OK,QUINTIN LITTLE COMPANY,ARDMORE,OK,34.196667,-97.145,923,
08PA,POCONO RACEWAY,POCONO PINES,PA,41.058333,-75.5,1812,
08PN,THOMSON,LANCASTER,PA,40.046667,-76.28,310,
08Q,KISTLER RANCH,JAMESTOWN,CA,37.86,-120.555,1025,
08TA,RANCHO DEL LAGO,FISCHER,TX,29.951667,-98.225,1208,
08TS,PUESTA DEL SOL,LA GLORIA,TX,26.888333,-98.506667,420,
08TX,CROSS WIND,WEATHERFORD,TX,32.858333,-97.748333,1040,
08U,STEVENS-CROSBY,NORTH FORK,NV,41.515,-115.86,6397,122.9
08VA,SPRINGWOOD AIRSTRIP,BUCHANAN,VA,37.553333,-79.75,1000,
08WA,MANCHESTER LABORATORY,MANCHESTER,WA,47.575,-122.54833,2,
08WI,PIERICK,HIGHLAND,WI,43.043333,-90.355,1225,
08X,CALUSA RANCH,MILES CITY,FL,26.055,-81.068333,15,
09A,BUTLER-CHOCTAW COUNTY,BUTLER,AL,32.12,-88.126667,134,122.8
09AK,LARSEN BAY,LARSEN BAY,AK,57.535,-153.97833,77,122.8
09C,AUSTIN LAKE,KALAMAZOO,MI,42.163333,-85.545,871,122.9
09CA,ESCALON,ESCALON,CA,37.845,-120.965,128,
09CO,COTTONWOOD FIELD,SWINK,CO,38.055,-103.65333,4180,
09E,LITTLE HILL MINES INC,ORACLE,AZ,32.59,-110.85333,3921,
09F,RUNNING M RANCH,GLEN ROSE,TX,32.266667,-97.866667,787,122.9
09FD,CHERYL-LANE LANDINGS,BUSHNELL,FL,28.671667,-82.086667,71,
09FL,R V JORDAN,JAY,FL,30.901667,-87.175,250,
09G,MASON JEWETT FIELD,MASON,MI,42.565,-84.423333,919,122.7
09GA,SUNBELT STRIP,MOULTRIE,GA,31.111667,-83.683333,230,
09H,HULCHER RLA,VIRDEN,IL,39.496667,-89.785,670,
09I,DELPHOS,DELPHOS,OH,40.821667,-84.311667,785,122.8
09II,GIBBONS FIELD,VALEENE,IN,38.446667,-86.445,880,
09IL,SILVER CROSS HOSPITAL,JOLIET,IL,41.536667,-88.053333,610,
09IS,SWEDISH AMERICAN,ROCKFORD,IL,42.265,-89.075,874,
09J,JEKYLL ISLAND,JEKYLL ISLAND,GA,31.075,-81.428333,12,123
09K,SARGENT MUNI,SARGENT,NE,41.636667,-99.34,2313,122.9
09KS,COFFMAN,WELLSVILLE,KS,38.706667,-95.138333,970,
09LA,ERA HELICOPTERS FOURCHON HELIBAS,GRAND ISLE,LA,29.123333,-90.201667,2,
09LL,PINE HILL,CAPRON,IL,42.468333,-88.743333,1000,
09M,CHARLESTON MUNI,CHARLESTON,MS,33.991667,-90.078333,175,122.9
09MI,MICHIGAN NATIONAL GUARD HEADQUAR,LANSING,MI,42.708333,-84.56,842,
09MN,W JOHNSON FIELD,HAZEL RUN,MN,44.78,-95.663333,1060,
09MO,HOGUE FARM,WILLARD,MO,37.378333,-93.363333,1210,
09N,AIRHAVEN,STAATSBURG,NY,41.833333,-73.876667,450,122.9
09ND,FEREBEE STRIP,HALLIDAY,ND,47.363333,-102.35833,2160,
09NE,SUMMER HILL FARM,BENNINGTON,NE,41.333333,-96.193333,1250,
09NJ,STONEBRIDGE FARM HELISTOP,SOMERVILLE,NJ,40.653333,-74.686667,100,
09NY,WESTMORELAND,SHELTER ISLAND,NY,41.066667,-72.35,24,
09OH,PINE ACRES,HOPEDALE,OH,40.35,-80.905,1240,
09OR,MID-COLUMBIA MEDICAL CENTER,THE DALLES,OR,45.656667,-121.145,300,
09PA,EAGLE FIELD,PORT MATILDA,PA,40.826667,-77.988333,1780,
09PN,HUNDLEY RESIDENCE,KINTERSVILLE,PA,40.561667,-75.143333,480,
09R,TYLER COUNTY,WOODVILLE,TX,30.775,-94.458333,388,122.9
09S,SULLIVAN LAKE STATE,METALINE FALLS,WA,48.841667,-117.285,2614,122.9
09TA,ROCKIN 7 RANCH,FRANKLIN,TX,31.16,-96.436667,450,
09TS,PITCOCK ROSILLOS MOUNTAIN RANCH,MARATHON,TX,29.481667,-103.165,3100,
09TX,SMOKEY MTN RANCH,SHEFFIELD,TX,30.738333,-102.02333,2522,
09V,FOWLER,FOWLER,CO,38.073333,-104.045,4428,
09VA,ALUM RIDGE,FLOYD,VA,36.976667,-80.493333,2375,
09WA,HOLY FAMILY HOSPITAL,SPOKANE,WA,47.71,-117.40667,2081,
09WI,PARKWAY FARM STRIP,HOLMEN,WI,44.003333,-91.308333,705,
09X,DELTA REGIONAL MEDICAL CENTER,GREENVILLE,MS,33.41,-91.035,123,
09XS,BAPTIST MEDICAL CENTER,SAN ANTONIO,TX,29.433333,-98.491667,710,
09Y,WIPLINE,INVER GROVE HGTS,MN,44.816667,-93.015,687,122.9
0A1,PROPST,CONCORD,NC,35.391667,-80.575,621,
0A2,HESTER MEMORIAL,CALHOUN FALLS,SC,34.09,-82.568333,517,122.9
0A3,SMITHVILLE MUNI,SMITHVILLE,TN,35.985,-85.81,1084,122.8
0A4,JOHNSON CITY,JOHNSON CITY,TN,36.363333,-82.308333,1550,122.8
0A5,ZACK,RESACA,GA,34.61,-84.978333,713,
0A6,GASTONIA MUNI,GASTONIA,NC,35.2,-81.15,797,123
0A7,HENDERSONVILLE,HENDERSONVILLE,NC,35.308333,-82.433333,2084,123
0A8,BIBB COUNTY,CENTREVILLE,AL,32.936667,-87.088333,251,122.9
0A9,ELIZABETHTON MUNI,ELIZABETHTON,TN,36.371667,-82.173333,1585,123
0AK1,ANDERSON LAKE STRIP,WASILLA,AK,61.501667,-149.31833,420,122.9
0AK2,CAPE SIMPSON,CAPE SIMPSON,AK,71.058333,-154.75,11,
0AK3,PARKER LAKE,MONTANA CREEK,AK,62.036667,-150.49333,250,
0AK6,VICTORY,VICTORY BIBLE CAMP,AK,61.803333,-147.94333,1800,
0AR1,HOOTERVILLE SOUTH,CENTERVILLE,AR,35.095,-93.201667,370,
0AR2,MISSION FIELD-MAROTTI MEMORIAL,CRAWFORDSVILLE,AR,35.266667,-90.35,217,
0AS0,SYCAMORE CREEK,FOUNTAIN HILLS,AZ,33.661667,-111.61667,1560,
0AZ1,TAYLOR FIELD,MARANA,AZ,32.301667,-111.32333,2130,
0AZ2,VALLEY LUTHERAN HOSPITAL (SECOND,MESA,AZ,33.41,-111.68833,1405,
0AZ3,1ST STREET/CENTER PARKING GARAGE,MESA,AZ,33.416667,-111.83333,1263,
0AZ4,FLYING BUCKET RANCH,MOBILE,AZ,32.981667,-112.28667,1505,
0AZ5,CASTLE WELL,MORRISTOWN,AZ,33.866667,-112.60333,2080,
0AZ6,ST JOSEPH'S HOSPITAL,PHOENIX,AZ,33.481667,-112.07667,1117,
0AZ7,SUNSTATE,PHOENIX,AZ,33.443333,-111.96333,1180,
0AZ8,BURNS INTERNATIONAL INC,PHOENIX,AZ,33.5,-112.075,1120,
0AZ9,AIR COMMERCE CENTER,SCOTTSDALE,AZ,33.616667,-111.92,1440,
0B0,SALINE MEMORIAL HOSPITAL,BENTON,AR,34.573333,-92.583333,430,
0B1,COL DYKE FIELD,BETHEL,ME,44.425,-70.808333,654,122.9
0B2,BREWER,BREWER,ME,44.763333,-68.768333,124,122.9
0B3,JOHNSON FARM LINES,CLARKSVILLE,AR,35.571667,-93.575,775,
0B4,HARTINGTON MUNI,HARTINGTON,NE,42.601667,-97.253333,1383,122.9
0B5,TURNERS FALLS,MONTAGUE,MA,42.591667,-72.523333,356,123
0B7,WARREN-SUGARBUSH,WARREN,VT,44.116667,-72.826667,1470,
0B8,ELIZABETH FIELD,FISHERS ISLAND,NY,41.251667,-72.031667,9,122.8
0C0,DACY,HARVARD,IL,42.405,-88.633333,913,122.9
0C1,PONTIAC MUNI,PONTIAC,IL,40.858333,-88.638333,645,122.8
0C2,HINCKLEY,HINCKLEY,IL,41.771667,-88.703333,760,122.9
0C3,WILHELMI FIELD,JOLIET,IL,41.483333,-88.083333,635,122.9
0C5,CANADIAN LAKES,MECOSTA,MI,43.576667,-85.28,960,122.9
0C6,ST GEORGE,MANTENO /ST GEORGE/,IL,41.206667,-87.785,665,
0C7,GRANDPAS' FARM MENDOTA,MENDOTA,IL,41.521667,-89.133333,727,122.9
0C8,CUSHING FIELD LTD,NEWARK,IL,41.52,-88.605,640,122.7
0C9,COACH & PADDOCK,CLINTON,NJ,40.638333,-74.975,320,122.9
0CA1,NORTHSIDE AIRPARK,SANTA MARIA,CA,34.988333,-120.45833,190,
0CA2,V A MED CTR WEST L.A.,SANTA MONICA,CA,34.048333,-118.455,250,
0CA3,CRAWFORD,SANTA YNEZ,CA,34.586667,-120.01333,570,
0CA4,SHEPHERD RANCH,SANTA YNEZ,CA,34.621667,-120.065,660,
0CA5,HOFFMAN PVT,SANTA YSABEL,CA,33.143333,-116.745,3100,
0CA6,INDIAN RANCH,LODOGA,CA,39.268333,-122.48,1262,
0CA7,R I SEAL BEACH HELISTOP B80,SEAL BEACH,CA,33.756667,-118.08833,158,
0CA8,WARD RANCH,AGUANGA,CA,33.428333,-116.84333,2500,
0CA9,BLECH RANCH,SHANDON,CA,35.595,-120.33833,1140,
0CD3,BRANCH'S,KERSEY,CO,40.348333,-104.52833,4635,
0CL1,KREY FIELD,ADELANTO,CA,34.57,-117.55333,3020,
0CL2,PARKING LOT,CHULA VISTA,CA,32.593333,-117.085,0,
0CL3,JOHN NICHOL'S FIELD,CHULA VISTA,CA,32.633333,-116.89333,490,
0CL4,GLEN FED,GLENDALE,CA,34.156667,-118.255,770,
0CL5,THE ATRIUM,IRVINE,CA,33.67,-117.85833,46,
0CL6,BOHUNK'S AIRPARK,LANCASTER,CA,34.695,-118.28333,2410,
0CL7,GOOD SAMRITAN,LOS ANGELES,CA,34.055,-118.265,473,
0CL8,TERA SKYPARK,RIDGECREST,CA,35.591667,-117.63333,2490,
0CL9,SCE SAN JACINTO VALLEY SERVICE C,ROMOLAND,CA,33.741667,-117.15167,1482,
0CO0,LONGMONT UNITED HOSPITAL,LONGMONT,CO,40.178333,-105.125,5047,
0CO1,DAVE'S,LOUISVILLE,CO,40.033333,-105.12333,5170,
0CO3,GREGGS NR 1,BENNETT,CO,39.89,-104.545,5373,
0CO5,MACK MESA,MACK,CO,39.266667,-108.86333,4724,122.8
0CO7,CENTURY HELICOPTERS,FORT COLLINS,CO,40.585,-105.04,4935,
0CO8,CARTWHEEL,MEAD,CO,40.208333,-105.01333,5010,
0CO9,VAN TREESE,MONTE VISTA,CO,37.658333,-106.03333,7613,
0CT0,SHARON HOSPITAL,SHARON,CT,41.881667,-73.481667,640,
0CT1,BRISTOL-MYERS SQUIBB COMPANY,WALLINGFORD,CT,41.485,-72.756667,350,
0CT2,WINDHAM HOSPITAL,WILLIMANTIC,CT,41.716667,-72.226667,330,
0CT3,N B G H,NEW BRITAIN,CT,41.661667,-72.788333,431,
0CT4,BURKE,PROSPECT,CT,41.506667,-72.94,400,
0CT5,ST FRANCIS HOSPITAL,HARTFORD,CT,41.775,-72.698333,184,
0CT6,MIDDLETOWN,MIDDLETOWN,CT,41.596667,-72.705,113,
0CT7,BRIDGEPORT HOSPITAL,BRIDGEPORT,CT,41.188333,-73.166667,80,
0CT8,DANBURY HOSPITAL,DANBURY,CT,41.41,-73.438333,503,
0CT9,HARTFORD HOSPITAL,HARTFORD,CT,41.755,-72.678333,211,
0D0,FORT HILL,WEST BLOOMFIELD,NY,42.901667,-77.548333,915,
0D1,SOUTH HAVEN AREA REGIONAL,SOUTH HAVEN,MI,42.351667,-86.255,663,122.8
0D2,TECUMSEH PRODUCTS,TECUMSEH,MI,42.033333,-83.88,791,
0D3,VAN BUREN COUNTY MEMORIAL HOSPIT,CLINTON,AR,35.576667,-92.453333,700,
0D4,CAMP VERNON,WESTFIELD,NY,42.356667,-79.548333,655,122.9
0D5,HILL TOP AIRPARK,WOLCOTT,NY,43.166667,-76.808333,465,
0D7,ADA,ADA,OH,40.79,-83.828333,949,122.8
0D8,GETTYSBURG MUNI,GETTYSBURG,SD,44.988333,-99.953333,2061,122.8
0D9,AIR PARK NORTH,ALBA,MI,44.958333,-84.958333,1173,
0.00E+00,MORIARTY,MORIARTY,NM,34.985,-106.005,6201,122.9
0.00E+00,PRICE RANCH,MOUNT DORA,NM,36.565,-103.49,5631,122.9
0.00E+00,WAIDS AIRPARK,ORGAN,NM,32.5,-106.68667,4360,
0.00E+00,CONWAY REGIONAL HOSPITAL,CONWAY,AR,35.085,-92.458333,385,
0.00E+00,YELL COUNTY HOSPITAL,DANVILLE,AR,35.055,-93.388333,340,
0.00E+00,QUEMADO,QUEMADO,NM,34.34,-108.515,6917,
0.00E+00,NEGRITO AIRSTRIP,RESERVE,NM,33.521667,-108.54333,8143,
0.00E+00,CROWNPOINT,CROWNPOINT,NM,35.716667,-108.2,6660,122.8
0.00E+00,ROY MUNI,ROY,NM,35.936667,-104.19333,5892,122.9
0F0,HORNE,WEBBERS FALLS,OK,35.513333,-95.138333,480,
0F1,COMMUNITY HOSPITAL OF DE QUEEN,DE QUEEN,AR,34.046667,-94.355,400,
0F2,BOWIE MUNI,BOWIE,TX,33.601667,-97.775,1101,122.8
0F5,DALLAS COUNTY HOSPITAL,FORDYCE,AR,33.811667,-92.425,300,
0F6,GORMAN,GORMAN,TX,32.205,-98.665,1452,
0F7,FOUNTAINHEAD LODGE AIRPARK,EUFAULA,OK,35.388333,-95.601667,670,122.8
0F8,WILLIAM R. POGUE MUNI,SAND SPRINGS,OK,36.175,-96.151667,891,122.7
0F9,TISHOMINGO AIRPARK,TISHOMINGO,OK,34.196667,-96.675,647,122.9
0FD0,BIG 'G',ORMOND BEACH,FL,29.266667,-81.23,40,
0FD1,INTERNATIONAL HELICOPTERS,PANAMA CITY BEACH,FL,30.213333,-85.871667,20,
0FD2,JOE ROBBIE STADIUM,MIAMI,FL,25.96,-80.236667,8,
0FD3,KENNEDY,REDDICK,FL,29.361667,-82.15,82,
0FD4,DUE PROCESS STABLES,REDDICK,FL,29.361667,-82.208333,100,
0FD5,WALLACE 1,SARASOTA,FL,27.273333,-82.505,20,
0FD6,FULTON,SEBASTIAN,FL,27.908333,-80.486667,0,
0FD7,BIG SKY AIRPARK,ST CLOUD,FL,28.261667,-81.315,75,
0FD8,SANDY ACRES,UMATILLA,FL,28.976667,-81.736667,125,
0FD9,TURNER FARMS,DE FUNIAK SPRINGS,FL,30.651667,-86.11,290,
0G0,NORTH BUFFALO SUBURBAN,LOCKPORT,NY,43.103333,-78.703333,587,123
0G1,HUNTSVILLE MEMORIAL HOSPITAL,HUNTSVILLE,AR,36.093333,-93.741667,1495,
0G2,JENKINS,FREMONT,OH,41.31,-83.116667,655,
0G5,SKY PORT LODGE,GRAND MARAIS,MN,47.816667,-90.383333,1635,122.8
0G6,WILLIAMS COUNTY,BRYAN,OH,41.466667,-84.506667,731,122.8
0G7,FINGERLAKES REGIONAL,SENECA FALLS,NY,42.88,-76.781667,491,122.8
0G8,ALLIANCE,ALLIANCE,OH,40.905,-81.065,1077,
0G9,MAGNOLIA HOSPITAL,MAGNOLIA,AR,33.273333,-93.24,310,
0GA0,HALLS FLYING RANCH,HAMPTON,GA,33.356667,-84.366667,800,
0GA1,MUSTANG FIELD,HARTWELL,GA,34.478333,-82.896667,693,
0GA2,AIRNAUTIQUE  INC.,HARTWELL,GA,34.378333,-82.945,720,
0GA3,AYRESOUTH,TEMPLE,GA,33.77,-85.06,1287,
0GA4,PARADISE FALLS,HIGH SHOALS,GA,33.813333,-83.505,736,
0GA5,BIG CANOE,JASPER,GA,34.455,-84.288333,1475,
0GA6,SUNSET STRIP,JERSEY,GA,33.733333,-83.818333,780,
0GA7,HICKORY LEVEL AIRFIELD,TEMPLE,GA,33.683333,-85,1080,
0GA8,PASO FINO FARM,VALDOSTA,GA,30.886667,-83.416667,200,
0GA9,BOBBY MAXWELL AIRSTRIP,LEXINGTON,GA,33.806667,-83.063333,700,
0H0,ROBINSON RLA,GLENARM,IL,39.655,-89.651667,600,
0H2,HAMMET,GODFREY,IL,38.953333,-90.163333,590,
0H3,J B,WOLF POINT,MT,48.388333,-105.335,2710,122.9
0H4,GLATTHAAR,GRANDVIEW,IL,39.525,-87.806667,765,
0H5,HSCMH,MALVERN,AR,34.358333,-92.788333,350,
0H6,WOODRUFF COUNTY HOSPITAL & NURSI,MC CRORY,AR,35.256667,-91.221667,200,
0H9,EDW A UTLAUT MEML,GREENVILLE,IL,38.905,-89.401667,585,
0I0,PENNSVILLE,PENNSVILLE,OH,39.573333,-81.855,990,122.9
0I1,HUESTON WOODS LODGE,OXFORD,OH,39.583333,-84.763333,920,
0I2,BRAZIL CLAY COUNTY,BRAZIL,IN,39.476667,-87.1,645,122.8
0I3,MOUNT STERLING-MONTGOMERY COUNTY,MOUNT STERLING,KY,38.058333,-83.98,1020,122.8
0I4,BELLE PLAINE MUNI,BELLE PLAINE,IA,41.876667,-92.285,771,122.9
0I8,CYNTHIANA-HARRISON COUNTY,CYNTHIANA,KY,38.366667,-84.283333,722,122.8
0IA0,KNOXVILLE AREA COMMUNITY HOSPITA,KNOXVILLE,IA,41.316667,-93.096667,927,
0IA1,ST ANTHONY REGIONAL HOSPITAL,CARROLL,IA,42.058333,-94.868333,1300,
0IA2,AUDUBON COUNTY MEMORIAL HOSPITAL,AUDUBON,IA,41.715,-94.938333,1320,
0IA3,HAWKEYE,WATERLOO,IA,42.435,-92.328333,883,
0IA4,IPS,SIOUX CITY,IA,42.495,-96.408333,1180,
0IA5,MOORE PRIVATE,MILLERTON,IA,40.871667,-93.263333,1060,
0IA6,RINEHART,VICTOR,IA,41.66,-92.29,920,
0IA7,CROMWELL,CROMWELL,IA,41.038333,-94.466667,1300,
0IA8,HANNEN,CENTER POINT,IA,42.226667,-91.751667,895,
0IA9,ARMY RESERVE,MIDDLETON,IA,40.833333,-91.3,725,
0II0,CHUCK'S,ALBANY,IN,40.26,-85.253333,955,
0II1,UNSICKER,BREMEN,IN,40.428333,-86.153333,816,
0II2,CREIGHTON,BREMEN,IN,41.456667,-86.125,820,
0II3,MILLER STRIP,BUNKER HILL,IN,40.628333,-86.038333,810,
0II4,HOOK,BUTLER,IN,41.398333,-84.836667,850,
0II5,MARSHALL FIELD,CHALMERS,IN,40.66,-86.856667,705,
0II6,KROPF,GOSHEN,IN,41.643333,-85.83,810,
0II7,FROST FIELD,GREENFIELD,IN,39.795,-85.786667,900,
0II8,SUTTON'S FIELD,LOWELL,IN,41.325,-87.476667,740,
0II9,WINTERS,HALL,IN,39.535,-86.576667,755,
0IL1,LOYOLA UNIVERSITY MEDICAL CENTER,BROADVIEW,IL,41.861667,-87.836667,623,
0IL2,WILKEN,DANFORTH,IL,40.846667,-88.048333,642,
0IL3,FLYING B RANCH,DANVILLE,IL,40.156667,-87.675,696,
0IL4,PIELET - JOLIET,JOLIET,IL,41.516667,-88.09,540,
0IL5,MARX V STOTT,DE KALB,IL,41.981667,-88.811667,885,
0IL6,KISHWAUKEE COMM HEALTH,DE KALB,IL,41.963333,-88.716667,852,
0IL7,DIEDRICH,DE KALB,IL,41.873333,-88.835,870,
0IL8,WALTER,DE KALB,IL,41.873333,-88.723333,890,
0IL9,JACK W. WATSON,DE KALB,IL,41.855,-88.786667,880,
0IN1,SNIDER FIELD,DECKER,IN,38.5,-87.596667,400,
0IN2,THE LAZY K,TOCSIN,IN,40.828333,-85.086667,835,
0IN3,GRAVES LANDING STRIP,WINAMAC,IN,41.116667,-86.666667,704,
0IN4,AIR PARK FIELD,WOODBURN,IN,41.128333,-84.946667,750,
0IN5,BYRNE FIELD,BYRNEVILLE,IN,38.328333,-86.033333,800,
0IN7,ROTO-WHIRL/HOLIDAY,INDIANAPOLIS,IN,39.923333,-86.226667,875,
0IN8,ROTO-WHIRL/VANTAGE,INDIANAPOLIS,IN,39.836667,-86.118333,726,
0IN9,PARRISH,MOUNT VERNON,IN,37.993333,-87.951667,390,
0IS0,FRANCISCAN,ROCK ISLAND,IL,41.483333,-90.57,648,
0IS1,MATSUSHITA ELECTRIC CORP OF AMER,FRANKLIN PARK,IL,41.93,-87.861667,640,
0IS2,EVANSTON/GLENBROOK,GLENVIEW,IL,42.093333,-87.853333,678,
0IS3,MAGIC CARPET,HUNTLEY,IL,42.171667,-88.366667,900,
0IS4,DAWSON FARMS,LOVINGTON,IL,39.763333,-88.671667,670,
0IS5,MUELLER,NEW DOUGLAS,IL,38.935,-89.625,595,
0IS7,ST MARY HOSPITAL EMERGENCY,QUINCY,IL,39.95,-91.406667,650,
0IS8,BLESSING HOSPITAL,QUINCY,IL,39.936667,-91.398333,650,
0IS9,BERNARDIN,WEST BROOKLYN,IL,41.708333,-89.203333,830,
0J0,ABBEVILLE MUNI,ABBEVILLE,AL,31.6,-85.238333,468,122.8
0J1,NEWPORT HOSPITAL & CLINIC,NEWPORT,AR,35.608333,-91.255,237,
0J3,JRMC,PINE BLUFF,AR,34.188333,-92.018333,227,
0J4,FLORALA MUNI,FLORALA,AL,31.043333,-86.311667,313,122.8
0J5,WILSON FIELD,FOLEY,AL,30.416667,-87.683333,83,
0J6,HEADLAND MUNI,HEADLAND,AL,31.365,-85.31,359,122.9
0J7,LOGAN FIELD/MUNI/,SAMSON,AL,31.103333,-86.061667,190,122.9
0J8,FLYING TEN,ARCHER,FL,29.618333,-82.508333,85,122.9
0J9,CALHOUN COUNTY,BLOUNTSTOWN,FL,30.446667,-85.025,56,122.9
0K0,GRIFFIN FIELD,WALSH,CO,37.391667,-102.28,3964,
0K2,COOCH LANDING AREA,ATWOOD,IL,39.841667,-88.458333,650,
0K5,JERSEYVILLE AVIATION INC,JERSEYVILLE,IL,39.095,-90.313333,604,
0K6,DOBIE'S,INOLA,OK,36.166667,-95.5,610,122.95
0K7,HUMBOLDT MUNI,HUMBOLDT,IA,42.736667,-94.245,1110,122.8
0K8,BARRY,BARRY,IL,39.688333,-91.031667,753,
0KS0,J V RANCH,OSAGE CITY,KS,38.633333,-95.925,1180,
0KS1,SHOMIN,OSKALOOSA,KS,39.216667,-95.336667,1100,
0KS2,KELLIE MANN AIRFIELD,OTTAWA,KS,38.56,-95.308333,1045,
0KS3,CAMP CHIPPEWA,OTTAWA,KS,38.566667,-95.366667,1120,
0KS4,SNOOPYS,OVERBROOK,KS,38.808333,-95.598333,1090,
0KS5,MAJESKI,PAOLA,KS,38.603333,-94.925,920,
0KS6,KENDRIGAN,PECK,KS,37.451667,-97.318333,1240,
0KS7,MONO AIRCRAFT,CHENEY,KS,37.693333,-97.886667,1450,
0KS9,LMN 120,DOUGLAS,KS,37.516667,-96.92,1330,
0L0,HARVARD,YERMO,CA,34.961667,-116.675,1818,
0L1,NEW ORLEANS DOWNTOWN,NEW ORLEANS,LA,29.948333,-90.081667,0,123.05
0L2,CALIENTE FLIGHT STRIP,CALIENTE,NV,37.6,-114.855,4864,122.9
0L4,LIDA JUNCTION,GOLDFIELD,NV,37.485,-117.19167,4684,122.9
0L5,GOLDFIELD,GOLDFIELD,NV,37.718333,-117.23833,5680,122.9
0L6,HUMANA HOSPITAL-WINN PARISH,WINNFIELD,LA,31.923333,-92.645,140,122.9
0L7,JEAN,JEAN,NV,35.77,-115.32833,2833,122.9
0L9,ECHO BAY,OVERTON,NV,36.311667,-114.46333,1535,122.8
0LA0,WEST HACKBERRY,HACKBERRY,LA,30.008333,-93.4,10,
0LA1,DOUBLE H RANCH,GONZALES,LA,30.23,-90.973333,15,
0LA2,DON BABIN-PRIVATE,GONZALES,LA,30.278333,-90.963333,17,
0LA3,W-1 TANK BATTERY,VENICE,LA,29.09,-89.286667,0,
0LA4,ST JOHN THE BAPTIST PARISH,RESERVE,LA,30.088333,-90.581667,5,122.8
0LA5,CONOCO INC,GRAND ISLE,LA,29.258333,-89.963333,3,
0LA6,FREEPORT SULPHUR,GRAND ISLE,LA,29.258333,-89.96,3,
0LA7,EXXON,GRAND ISLE,LA,29.255,-89.968333,6,
0LA8,JACKSON PARISH HOSPITAL,JONESBORO,LA,32.251667,-92.713333,183,
0LA9,TELEPHONE COMPANY,GRETNA,LA,29.928333,-90.396667,4,
0LL2,MURK'S STRIP,ST AUGUSTINE,IL,40.738333,-90.38,700,
0LL5,BUSBOOM RLA,ST JOSEPH,IL,40.11,-88.078333,675,
0LL6,GORD,SANDWICH,IL,41.698333,-88.608333,710,
0LL7,HOSPITAL,SANDWICH,IL,41.65,-88.616667,670,
0LL8,IMMKE,SAUNEMIN,IL,40.833333,-88.378333,660,
0LL9,SAVANNA ARMY DEPOT HELIPAD,SAVANNA,IL,42.183333,-90.255,650,
0M0,BILLY FREE MUNICIPAL,DUMAS,AR,33.885,-91.535,163,122.8
0M1,SCOTT FIELD,PARSONS,TN,35.638333,-88.128333,520,122.8
0M2,REELFOOT LAKE,TIPTONVILLE,TN,36.475,-89.346667,289,122.8
0M3,JOHN A BAKER FLD,HOHENWALD,TN,35.546667,-87.6,973,122.8
0M4,BENTON COUNTY,CAMDEN,TN,36.011667,-88.123333,468,122.8
0M5,HUMPHREYS COUNTY,WAVERLY,TN,36.116667,-87.738333,756,122.8
0M6,PANOLA COUNTY,BATESVILLE,MS,34.366667,-89.9,219,122.8
0M7,WORTH JAMES RANCH,BOONEVILLE,AR,35.083333,-94.116667,650,
0M8,BYERLEY,LAKE PROVIDENCE,LA,32.826667,-91.188333,106,122.9
0M9,DELHI MUNI,DELHI,LA,32.41,-91.498333,91,122.9
0MA0,GEORGE H CROSMAN USAR CENTER,TAUNTON,MA,41.915,-71.108333,80,
0MA1,ATTLEBORO RESERVE CENTER,ATTLEBORO,MA,41.931667,-71.291667,130,
0MA2,LEOMINSTER HOSPITAL,LEOMINSTER,MA,42.541667,-71.763333,450,
0MA3,A-COPY,WESTWOOD,MA,42.201667,-71.156667,59,
0MA4,BOSTON CITY HOSPITAL,BOSTON,MA,42.333333,-71.073333,152,
0MA5,BROCKTON USAR CENTER,BROCKTON,MA,42.056667,-71.056667,85,
0MA6,WBZ,BOSTON,MA,42.365,-71.133333,9,
